team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playoffGame
EDM,2014,EDM,2014020987,2,25,1,20150309,Team Level,all,0.4386,0.495,0.5412,3600.0,33.161,2.606,2.255,7.955,1.052,18.662,13.471,2.483,2.68,2.549,38.0,8.0,4.0,50.0,2.0,1.0,1.0,11.0,0.0,15.0,17.0,36.0,44.0,3.0,6.0,22.0,28.0,6.0,7.0,38.0,5.0,3.0,0.801,0.652,1.153,0.0,0.0,2.0,50.76,46.0,46.658,5.0,0.529,0.262,0.262,2.874,2.936,2.868,27.604,3.335,1.836,5.753,0.808,15.753,11.514,3.314,3.304,3.282,26.0,13.0,12.0,51.0,5.0,1.0,1.0,5.0,4.0,11.0,13.0,21.0,34.0,5.0,10.0,33.0,15.0,3.0,7.0,31.0,4.0,4.0,1.086,0.476,1.773,1.0,1.0,3.0,50.727,39.0,38.97,2.0,0.393,0.203,0.203,3.526,3.487,3.463,0
ANA,2014,ANA,2014020988,10,26,1,20150309,Team Level,all,0.5731,0.6893,0.6806,3600.0,35.044,1.8,2.446,8.227,1.186,20.16,15.18,1.771,1.82,1.79,30.0,19.0,22.0,71.0,1.0,0.0,0.0,5.0,0.0,22.0,21.0,29.0,48.0,3.0,6.0,29.0,25.0,3.0,2.0,41.0,7.0,1.0,0.776,0.806,0.217,0.0,1.0,0.0,70.398,49.0,48.397,2.0,0.54,0.0,0.0,2.34,2.365,2.325,17.034,1.341,1.052,3.818,0.533,9.483,6.774,1.313,1.309,1.283,16.0,7.0,9.0,32.0,2.0,3.0,1.0,3.0,0.0,6.0,9.0,14.0,21.0,5.0,10.0,21.0,18.0,6.0,6.0,18.0,3.0,2.0,0.432,0.264,0.644,0.0,1.0,1.0,32.164,23.0,23.174,5.0,0.223,0.505,0.505,1.058,1.041,1.037,0
ARI,2014,ARI,2014020989,17,22,0,20150309,Team Level,all,0.3335,0.4595,0.4286,3765.0,32.522,1.877,2.156,7.836,1.274,20.51,14.346,1.832,1.803,1.759,28.0,20.0,20.0,68.0,1.0,0.0,0.0,9.0,0.0,18.0,20.0,27.0,47.0,8.0,22.0,39.0,32.0,8.0,4.0,41.0,7.0,0.0,1.153,0.724,0.0,0.0,1.0,0.0,64.9,48.0,46.058,2.0,0.459,0.0,0.0,2.336,2.242,2.186,46.227,3.752,3.2,10.699,1.555,25.304,19.49,3.333,3.871,3.448,40.0,24.0,16.0,80.0,2.0,4.0,0.0,11.0,3.0,25.0,19.0,38.0,62.0,5.0,18.0,28.0,46.0,3.0,5.0,50.0,9.0,5.0,1.064,1.168,1.519,0.0,1.0,1.0,82.491,64.0,65.858,3.0,0.742,0.811,0.811,3.683,3.8,3.463,0
PIT,2014,PIT,2014020990,1,28,1,20150309,Team Level,all,0.6403,0.6118,0.6111,3900.0,47.333,3.59,3.258,10.181,1.631,26.157,21.182,3.414,3.695,3.512,40.0,26.0,27.0,93.0,1.0,2.0,0.0,11.0,1.0,25.0,26.0,39.0,65.0,5.0,10.0,31.0,20.0,10.0,17.0,52.0,12.0,2.0,1.569,1.492,0.528,1.0,0.0,0.0,93.53,66.0,66.171,7.0,0.726,0.528,0.528,3.788,3.884,3.744,30.493,2.017,1.873,6.978,0.954,16.175,14.003,1.979,2.006,1.968,30.0,12.0,17.0,59.0,1.0,0.0,0.0,5.0,4.0,12.0,20.0,29.0,41.0,5.0,10.0,26.0,29.0,11.0,22.0,33.0,9.0,0.0,0.966,1.051,0.0,0.0,1.0,0.0,59.26,42.0,42.549,8.0,0.408,0.0,0.0,2.425,2.411,2.365,0
NYR,2014,NYR,2014020991,0,12,1,20150310,Team Level,all,0.3059,0.5043,0.4342,3600.0,23.492,1.287,1.327,5.381,0.753,12.711,11.54,1.276,1.324,1.313,22.0,11.0,25.0,58.0,2.0,0.0,0.0,7.0,0.0,10.0,14.0,20.0,31.0,4.0,8.0,23.0,32.0,14.0,14.0,29.0,3.0,1.0,0.68,0.349,0.258,1.0,0.0,1.0,58.854,33.0,33.541,9.0,0.275,0.0,0.0,1.563,1.609,1.594,31.547,2.92,2.451,6.274,0.944,18.006,12.406,2.892,2.81,2.784,30.0,13.0,14.0,57.0,1.0,0.0,0.0,12.0,1.0,13.0,16.0,29.0,42.0,4.0,8.0,32.0,31.0,14.0,28.0,33.0,6.0,4.0,1.204,0.737,0.979,1.0,0.0,0.0,55.375,43.0,42.073,14.0,0.517,0.0,0.0,3.436,3.308,3.273,0
PHI,2014,PHI,2014020992,4,5,0,20150310,Team Level,all,0.4086,0.475,0.4494,3600.0,28.404,2.677,1.982,6.566,0.933,15.752,12.091,2.613,2.611,2.547,26.0,14.0,17.0,57.0,1.0,2.0,0.0,4.0,0.0,17.0,16.0,25.0,39.0,3.0,6.0,27.0,31.0,3.0,7.0,28.0,9.0,3.0,0.873,1.039,0.766,0.0,1.0,0.0,55.943,40.0,39.388,6.0,0.44,0.524,0.524,2.594,2.517,2.467,37.226,3.874,2.45,9.115,1.235,17.703,14.624,3.725,4.052,3.898,39.0,10.0,14.0,63.0,2.0,7.0,0.0,7.0,1.0,11.0,21.0,37.0,47.0,3.0,6.0,25.0,32.0,5.0,5.0,34.0,9.0,6.0,0.81,1.122,1.941,0.0,1.0,1.0,64.737,49.0,50.405,3.0,0.528,1.214,1.214,3.188,3.333,3.25,0
CBJ,2014,CBJ,2014020993,20,27,1,20150310,Team Level,all,0.6704,0.5039,0.5102,3900.0,36.493,4.95,2.216,8.823,1.245,18.712,14.054,4.881,4.976,4.907,32.0,18.0,15.0,65.0,3.0,5.0,1.0,5.0,1.0,19.0,17.0,29.0,47.0,3.0,6.0,32.0,51.0,5.0,10.0,36.0,9.0,5.0,1.18,0.984,2.786,0.0,0.0,3.0,64.624,50.0,49.454,4.0,0.53,1.183,1.183,4.297,4.326,4.282,35.388,2.434,1.969,7.845,1.121,17.687,16.943,2.391,2.416,2.373,32.0,16.0,16.0,64.0,3.0,2.0,0.0,7.0,1.0,17.0,18.0,29.0,45.0,5.0,10.0,38.0,33.0,8.0,13.0,39.0,7.0,2.0,1.157,0.773,0.504,2.0,1.0,0.0,64.582,48.0,48.619,7.0,0.416,0.382,0.382,2.468,2.449,2.432,0
T.B,2014,T.B,2014020994,7,13,1,20150310,Team Level,all,0.6875,0.6637,0.6418,3663.0,29.877,2.299,2.117,6.933,1.057,16.956,13.637,2.235,2.402,2.335,36.0,7.0,32.0,75.0,1.0,4.0,1.0,9.0,1.0,15.0,13.0,35.0,42.0,1.0,2.0,24.0,26.0,4.0,11.0,33.0,8.0,2.0,0.821,0.899,0.579,0.0,1.0,0.0,76.888,43.0,44.007,10.0,0.464,0.848,0.848,1.915,1.997,1.974,17.167,1.045,0.984,4.392,0.542,9.874,7.162,1.003,0.999,0.959,19.0,5.0,14.0,38.0,0.0,1.0,0.0,3.0,2.0,10.0,8.0,19.0,24.0,4.0,8.0,36.0,28.0,10.0,18.0,20.0,3.0,1.0,0.436,0.292,0.318,0.0,0.0,0.0,36.92,24.0,23.338,16.0,0.205,0.318,0.318,0.932,0.891,0.872,0
OTT,2014,OTT,2014020995,18,24,0,20150310,Team Level,all,0.5188,0.6325,0.6023,3600.0,37.18,3.216,2.571,8.653,1.21,21.484,15.866,3.111,3.043,2.94,40.0,13.0,21.0,74.0,1.0,3.0,1.0,5.0,2.0,21.0,21.0,39.0,52.0,4.0,8.0,31.0,29.0,9.0,14.0,40.0,10.0,3.0,1.082,1.253,0.881,0.0,0.0,1.0,68.53,53.0,49.576,7.0,0.559,0.645,0.645,3.13,2.956,2.903,24.449,2.983,1.491,5.798,0.802,13.457,10.47,2.972,3.095,3.083,22.0,13.0,8.0,43.0,3.0,1.0,0.0,5.0,1.0,8.0,17.0,19.0,32.0,4.0,8.0,25.0,29.0,12.0,14.0,26.0,4.0,5.0,0.459,0.551,1.973,0.0,0.0,3.0,46.038,35.0,37.125,11.0,0.341,0.163,0.163,3.161,3.274,3.266,0
WPG,2014,WPG,2014020996,3,14,1,20150310,Team Level,all,0.4243,0.4894,0.4638,3600.0,23.439,1.922,1.623,5.046,0.686,13.548,9.174,1.864,1.936,1.878,16.0,16.0,14.0,46.0,4.0,1.0,1.0,1.0,4.0,13.0,9.0,12.0,28.0,9.0,24.0,27.0,32.0,5.0,2.0,28.0,3.0,1.0,0.663,0.353,0.907,2.0,1.0,1.0,46.026,32.0,32.162,2.0,0.375,0.907,0.907,1.39,1.408,1.391,26.011,2.608,1.977,5.778,0.87,15.783,9.984,2.45,2.594,2.435,27.0,10.0,11.0,48.0,5.0,2.0,0.0,3.0,1.0,19.0,7.0,22.0,32.0,10.0,26.0,44.0,27.0,10.0,3.0,23.0,12.0,2.0,0.798,1.321,0.489,2.0,3.0,0.0,48.995,37.0,37.171,0.0,0.49,0.372,0.372,2.727,2.71,2.536,0
N.J,2014,N.J,2014020997,6,8,1,20150310,Team Level,all,0.2532,0.3913,0.4184,3600.0,29.211,1.66,1.895,6.756,0.869,17.012,12.809,1.651,1.659,1.65,32.0,9.0,4.0,45.0,2.0,0.0,0.0,8.0,0.0,11.0,20.0,30.0,39.0,4.0,8.0,28.0,15.0,4.0,4.0,34.0,7.0,0.0,0.898,0.761,0.0,0.0,2.0,0.0,42.818,41.0,40.391,1.0,0.384,0.0,0.0,2.044,2.043,2.032,42.399,4.897,3.501,9.342,1.292,22.843,15.124,4.672,4.904,4.679,38.0,19.0,13.0,70.0,6.0,6.0,2.0,9.0,1.0,16.0,19.0,32.0,51.0,0.0,0.0,31.0,3.0,9.0,1.0,30.0,23.0,4.0,1.01,2.741,1.146,1.0,2.0,3.0,73.974,57.0,57.859,1.0,0.757,1.0,1.0,4.654,4.673,4.543,0
COL,2014,COL,2014020998,9,29,0,20150310,Team Level,all,0.3379,0.398,0.4242,3600.0,20.1,1.519,1.364,4.296,0.597,11.955,8.269,1.503,1.387,1.373,23.0,5.0,11.0,39.0,2.0,0.0,0.0,5.0,0.0,13.0,8.0,21.0,26.0,3.0,6.0,34.0,23.0,9.0,4.0,22.0,5.0,1.0,0.716,0.561,0.242,0.0,1.0,1.0,34.567,28.0,25.264,1.0,0.287,0.0,0.0,1.806,1.649,1.632,27.926,2.976,1.617,6.265,0.817,14.186,12.14,2.933,3.133,3.089,30.0,8.0,21.0,59.0,5.0,2.0,0.0,8.0,1.0,5.0,17.0,25.0,33.0,3.0,6.0,27.0,26.0,14.0,4.0,30.0,5.0,3.0,0.776,0.664,1.536,2.0,1.0,2.0,65.981,38.0,41.591,1.0,0.352,0.315,0.315,3.013,3.197,3.192,0
TOR,2014,TOR,2014020999,11,16,0,20150311,Team Level,all,0.5537,0.5207,0.5104,3900.0,34.303,3.325,2.327,8.006,1.141,19.819,14.383,3.16,3.23,3.069,34.0,15.0,14.0,63.0,3.0,1.0,0.0,10.0,4.0,15.0,16.0,31.0,46.0,2.0,4.0,37.0,30.0,19.0,8.0,32.0,16.0,1.0,1.081,1.912,0.332,1.0,2.0,0.0,61.236,49.0,47.799,6.0,0.525,0.184,0.516,3.333,3.24,3.105,33.249,2.68,2.188,7.709,1.097,18.391,14.934,2.601,2.831,2.747,33.0,14.0,11.0,58.0,3.0,1.0,1.0,11.0,1.0,14.0,17.0,30.0,44.0,5.0,10.0,25.0,45.0,15.0,8.0,33.0,13.0,1.0,0.857,1.522,0.301,0.0,3.0,0.0,61.307,47.0,49.561,8.0,0.464,0.143,0.444,2.701,2.864,2.825,0
NYR,2014,NYR,2014021000,0,19,1,20150311,Team Level,all,0.6101,0.438,0.4419,3600.0,27.994,3.584,1.562,6.008,0.858,13.388,12.599,3.493,3.713,3.614,31.0,7.0,15.0,53.0,3.0,2.0,1.0,7.0,0.0,13.0,13.0,28.0,35.0,4.0,8.0,29.0,30.0,5.0,8.0,28.0,4.0,6.0,0.637,0.584,2.363,1.0,0.0,2.0,55.701,38.0,40.127,8.0,0.355,0.388,0.388,3.552,3.665,3.636,33.525,2.29,2.176,8.001,1.092,19.454,14.987,2.251,2.193,2.154,29.0,19.0,20.0,68.0,1.0,0.0,0.0,14.0,0.0,17.0,16.0,28.0,47.0,4.0,8.0,38.0,34.0,12.0,10.0,40.0,7.0,1.0,1.255,0.756,0.279,1.0,0.0,0.0,64.075,48.0,45.264,4.0,0.496,0.0,0.0,2.787,2.667,2.617,0
ANA,2014,ANA,2014021001,10,23,1,20150311,Team Level,all,0.4989,0.6263,0.589,3600.0,31.439,2.758,1.822,6.657,0.918,15.817,15.028,2.718,2.838,2.798,32.0,11.0,19.0,62.0,3.0,1.0,0.0,4.0,1.0,16.0,18.0,29.0,40.0,7.0,17.0,31.0,10.0,11.0,9.0,32.0,9.0,2.0,0.832,0.997,0.929,0.0,1.0,2.0,61.637,43.0,43.398,7.0,0.388,0.033,0.033,3.113,3.204,3.156,22.393,2.77,1.636,4.891,0.733,11.642,8.327,2.592,2.679,2.517,23.0,7.0,7.0,37.0,6.0,2.0,1.0,4.0,1.0,10.0,7.0,17.0,24.0,4.0,11.0,32.0,17.0,14.0,16.0,16.0,11.0,3.0,0.579,1.308,0.883,1.0,4.0,1.0,36.509,30.0,29.269,13.0,0.364,0.661,0.661,2.473,2.43,2.416,0
T.B,2014,T.B,2014021002,7,24,1,20150312,Team Level,all,0.5106,0.513,0.5053,3900.0,34.788,2.488,2.415,8.322,1.166,19.752,13.856,2.437,2.557,2.502,37.0,11.0,11.0,59.0,2.0,3.0,1.0,6.0,3.0,15.0,19.0,35.0,46.0,5.0,10.0,32.0,27.0,11.0,3.0,38.0,7.0,3.0,0.82,0.793,0.876,0.0,1.0,1.0,59.649,48.0,48.431,1.0,0.568,0.384,0.384,2.672,2.734,2.712,33.563,2.385,2.348,7.714,1.039,19.775,13.74,2.35,2.358,2.324,30.0,17.0,9.0,56.0,2.0,1.0,0.0,7.0,1.0,21.0,15.0,28.0,45.0,3.0,6.0,28.0,25.0,7.0,12.0,36.0,10.0,1.0,0.965,1.214,0.206,1.0,0.0,1.0,55.476,47.0,46.847,1.0,0.518,0.169,0.169,2.734,2.7,2.682,0
PIT,2014,PIT,2014021003,1,2,0,20150312,Team Level,all,0.495,0.4793,0.4839,3600.0,34.072,4.34,2.242,7.465,1.06,16.956,12.937,4.161,4.379,4.196,34.0,11.0,13.0,58.0,6.0,5.0,2.0,7.0,0.0,14.0,13.0,28.0,39.0,6.0,15.0,32.0,25.0,10.0,5.0,28.0,10.0,7.0,0.921,1.318,2.101,1.0,3.0,2.0,61.3,45.0,46.231,1.0,0.48,1.173,1.173,3.648,3.672,3.566,36.808,4.428,2.577,8.215,1.158,17.889,13.732,4.181,4.392,4.148,29.0,19.0,15.0,63.0,4.0,7.0,3.0,4.0,0.0,18.0,15.0,25.0,44.0,5.0,13.0,29.0,21.0,5.0,1.0,33.0,10.0,5.0,0.862,1.234,2.333,0.0,0.0,4.0,59.848,48.0,46.674,1.0,0.583,1.983,1.983,3.029,2.989,2.921,0
DAL,2014,DAL,2014021004,5,27,1,20150312,Team Level,all,0.571,0.5472,0.5946,3600.0,32.141,3.814,1.902,7.471,0.995,16.614,13.203,3.657,4.049,3.89,32.0,12.0,14.0,58.0,5.0,1.0,0.0,6.0,0.0,10.0,22.0,27.0,39.0,3.0,6.0,24.0,32.0,11.0,7.0,31.0,9.0,4.0,0.831,0.926,2.058,2.0,2.0,1.0,64.307,44.0,48.472,4.0,0.398,0.344,0.344,3.869,4.1,3.951,21.702,2.866,1.536,4.989,0.752,11.563,8.294,2.722,2.661,2.529,18.0,12.0,18.0,48.0,3.0,3.0,2.0,0.0,1.0,16.0,7.0,15.0,27.0,2.0,4.0,26.0,30.0,16.0,17.0,16.0,11.0,3.0,0.608,1.283,0.975,1.0,0.0,2.0,43.73,30.0,27.484,7.0,0.336,0.914,0.914,2.288,2.112,2.076,0
MTL,2014,MTL,2014021005,13,18,0,20150312,Team Level,all,0.4797,0.4918,0.5233,3600.0,32.148,2.174,2.106,8.135,1.034,18.236,13.315,2.117,2.142,2.086,29.0,16.0,15.0,60.0,2.0,3.0,0.0,7.0,1.0,15.0,17.0,27.0,43.0,3.0,6.0,30.0,19.0,5.0,11.0,35.0,10.0,0.0,0.92,1.255,0.0,0.0,2.0,0.0,59.922,45.0,44.841,10.0,0.457,0.227,0.227,2.405,2.364,2.308,29.7,2.358,1.726,6.993,0.959,15.534,13.43,2.343,2.453,2.437,28.0,13.0,21.0,62.0,5.0,4.0,0.0,5.0,0.0,9.0,18.0,23.0,36.0,3.0,10.0,30.0,23.0,7.0,15.0,34.0,5.0,2.0,0.782,0.654,0.922,2.0,1.0,2.0,64.454,41.0,42.672,15.0,0.382,0.236,0.236,2.504,2.598,2.591,0
CBJ,2014,CBJ,2014021006,20,25,1,20150312,Team Level,all,0.4411,0.3898,0.3736,3600.0,24.382,2.579,1.413,5.141,0.719,12.959,11.189,2.575,2.63,2.627,26.0,8.0,12.0,46.0,3.0,0.0,0.0,8.0,1.0,9.0,13.0,23.0,31.0,6.0,17.0,28.0,26.0,2.0,7.0,27.0,4.0,3.0,0.626,0.461,1.492,0.0,2.0,1.0,47.71,34.0,35.295,6.0,0.304,0.0,0.0,2.882,2.947,2.943,40.804,3.268,2.866,9.989,1.363,24.285,15.23,3.127,3.125,2.995,42.0,15.0,15.0,72.0,1.0,3.0,0.0,15.0,2.0,18.0,18.0,41.0,56.0,4.0,11.0,39.0,17.0,6.0,8.0,43.0,12.0,2.0,1.339,1.495,0.433,0.0,1.0,0.0,68.318,57.0,54.366,4.0,0.631,0.55,0.55,3.349,3.217,3.151,0
WPG,2014,WPG,2014021007,3,15,1,20150312,Team Level,all,0.3526,0.5309,0.4921,3600.0,22.565,1.62,1.343,4.94,0.713,11.99,10.394,1.619,1.662,1.66,20.0,11.0,12.0,43.0,2.0,0.0,0.0,3.0,2.0,9.0,15.0,18.0,29.0,3.0,6.0,24.0,32.0,2.0,2.0,25.0,6.0,0.0,0.806,0.814,0.0,1.0,1.0,0.0,43.297,31.0,31.131,0.0,0.301,0.0,0.0,1.921,1.97,1.968,23.178,2.975,1.685,4.878,0.771,12.466,9.224,2.927,2.937,2.889,20.0,12.0,6.0,38.0,4.0,1.0,0.0,4.0,2.0,7.0,14.0,16.0,28.0,1.0,2.0,28.0,32.0,6.0,6.0,19.0,11.0,2.0,0.68,1.343,0.953,1.0,2.0,1.0,37.906,32.0,32.203,4.0,0.361,0.085,0.085,3.252,3.208,3.17,0
PHI,2014,PHI,2014021008,4,14,1,20150312,Team Level,all,0.3081,0.4884,0.4444,3900.0,28.202,1.432,1.912,6.605,0.924,16.797,12.331,1.411,1.483,1.461,28.0,12.0,23.0,63.0,0.0,1.0,0.0,12.0,0.0,9.0,18.0,28.0,40.0,2.0,4.0,31.0,18.0,6.0,1.0,35.0,4.0,1.0,0.808,0.402,0.223,0.0,0.0,0.0,64.312,40.0,40.732,0.0,0.43,0.223,0.223,1.64,1.689,1.674,35.177,3.216,2.6,8.432,1.22,20.162,14.371,3.118,3.113,3.018,35.0,15.0,16.0,66.0,0.0,3.0,0.0,9.0,1.0,19.0,18.0,35.0,50.0,4.0,8.0,27.0,26.0,5.0,2.0,41.0,6.0,3.0,1.734,0.717,0.765,0.0,0.0,0.0,64.44,50.0,48.906,1.0,0.56,0.642,0.642,3.134,3.021,2.952,0
N.J,2014,N.J,2014021009,6,9,1,20150312,Team Level,all,0.4113,0.5,0.4744,3900.0,27.32,2.558,1.748,6.056,0.881,14.37,11.386,2.488,2.662,2.587,24.0,13.0,23.0,60.0,1.0,5.0,0.0,4.0,1.0,7.0,19.0,23.0,36.0,3.0,6.0,24.0,22.0,8.0,1.0,24.0,11.0,2.0,0.673,1.247,0.638,1.0,0.0,0.0,61.29,37.0,37.584,1.0,0.37,1.001,1.001,1.927,1.993,1.971,30.628,3.662,2.399,6.651,0.99,16.145,11.153,3.526,3.579,3.445,29.0,12.0,19.0,60.0,1.0,3.0,0.0,6.0,0.0,12.0,19.0,28.0,40.0,2.0,4.0,29.0,26.0,13.0,5.0,27.0,10.0,4.0,1.079,1.202,1.381,0.0,1.0,0.0,59.18,41.0,40.549,2.0,0.526,0.422,0.889,3.3,3.226,3.2,0
VAN,2014,VAN,2014021010,26,29,0,20150312,Team Level,all,0.2615,0.4444,0.4576,3600.0,18.738,1.259,1.169,4.194,0.589,11.628,8.161,1.241,1.16,1.142,19.0,8.0,13.0,40.0,0.0,0.0,0.0,9.0,0.0,10.0,8.0,19.0,27.0,4.0,11.0,26.0,17.0,4.0,9.0,21.0,6.0,0.0,0.592,0.668,0.0,0.0,0.0,0.0,36.672,27.0,24.923,7.0,0.243,0.0,0.0,1.502,1.385,1.363,24.766,3.555,1.569,5.277,0.738,11.336,9.524,3.535,3.797,3.774,20.0,12.0,18.0,50.0,4.0,0.0,0.0,7.0,0.0,7.0,14.0,16.0,28.0,3.0,9.0,29.0,20.0,6.0,6.0,21.0,6.0,5.0,0.449,0.878,2.229,0.0,2.0,2.0,56.146,32.0,35.477,4.0,0.348,0.0,0.315,3.588,3.828,3.825,0
ARI,2014,ARI,2014021011,17,21,0,20150312,Team Level,all,0.2727,0.313,0.3171,3600.0,18.124,1.393,1.201,4.022,0.583,10.97,7.831,1.39,1.336,1.333,18.0,8.0,10.0,36.0,1.0,0.0,0.0,1.0,1.0,8.0,15.0,17.0,25.0,6.0,14.0,19.0,34.0,7.0,7.0,20.0,6.0,0.0,0.667,0.726,0.0,1.0,0.0,0.0,34.906,26.0,25.183,2.0,0.25,0.0,0.0,1.643,1.575,1.57,40.755,3.716,2.98,8.722,1.298,23.367,15.917,3.698,3.778,3.76,44.0,12.0,23.0,79.0,2.0,1.0,1.0,10.0,0.0,21.0,22.0,42.0,54.0,2.0,4.0,37.0,18.0,6.0,3.0,49.0,4.0,3.0,0.945,0.618,2.153,0.0,0.0,2.0,80.656,56.0,56.838,1.0,0.684,0.894,0.894,3.505,3.581,3.571,0
NSH,2014,NSH,2014021012,22,28,1,20150312,Team Level,all,0.4871,0.5982,0.6053,3600.0,32.816,2.29,2.071,7.306,1.034,18.029,15.27,2.235,2.364,2.306,35.0,11.0,21.0,67.0,0.0,3.0,0.0,11.0,0.0,13.0,19.0,35.0,46.0,5.0,10.0,30.0,22.0,3.0,8.0,38.0,6.0,2.0,0.998,0.733,0.559,0.0,0.0,0.0,67.645,46.0,46.37,2.0,0.446,0.311,0.311,2.426,2.496,2.46,21.058,2.411,1.617,4.944,0.671,12.007,8.351,2.384,2.382,2.355,21.0,9.0,15.0,45.0,2.0,2.0,1.0,10.0,1.0,7.0,8.0,19.0,28.0,2.0,4.0,33.0,24.0,8.0,11.0,22.0,4.0,4.0,0.597,0.61,1.203,0.0,0.0,2.0,44.708,30.0,29.934,4.0,0.354,0.464,0.464,2.301,2.267,2.256,0
NYI,2014,NYI,2014021013,12,18,0,20150313,Team Level,all,0.5597,0.5246,0.5422,3600.0,32.19,2.729,2.355,7.477,1.025,18.551,12.863,2.639,2.616,2.528,35.0,10.0,19.0,64.0,1.0,0.0,0.0,11.0,1.0,22.0,10.0,34.0,44.0,1.0,2.0,44.0,29.0,19.0,23.0,32.0,11.0,2.0,0.967,1.346,0.416,1.0,0.0,0.0,60.396,45.0,42.606,9.0,0.518,0.0,0.197,3.05,2.933,2.827,27.96,2.147,1.858,6.245,0.978,14.896,11.876,2.126,2.314,2.291,28.0,10.0,20.0,58.0,2.0,1.0,0.0,12.0,0.0,10.0,13.0,26.0,36.0,3.0,6.0,26.0,23.0,17.0,15.0,26.0,11.0,1.0,0.813,1.109,0.225,0.0,2.0,0.0,62.322,38.0,40.929,7.0,0.396,0.052,0.052,2.491,2.681,2.652,0
DAL,2014,DAL,2014021014,5,19,1,20150313,Team Level,all,0.6436,0.5429,0.5395,3600.0,30.129,5.2,1.968,5.894,0.92,14.97,12.047,5.112,5.455,5.358,31.0,10.0,16.0,57.0,4.0,1.0,0.0,7.0,2.0,14.0,13.0,27.0,37.0,4.0,8.0,28.0,11.0,7.0,4.0,28.0,5.0,8.0,0.857,0.622,3.721,1.0,0.0,3.0,62.22,41.0,44.198,3.0,0.46,0.262,0.306,5.354,5.599,5.555,25.142,2.88,1.947,5.473,0.822,14.164,9.715,2.789,2.746,2.658,20.0,15.0,13.0,48.0,2.0,2.0,2.0,7.0,3.0,8.0,13.0,18.0,33.0,6.0,12.0,35.0,36.0,0.0,10.0,23.0,10.0,2.0,0.949,1.162,0.769,0.0,0.0,2.0,44.266,35.0,32.811,4.0,0.436,0.769,0.769,2.546,2.406,2.363,0
